geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
29978,-18.09,-40.11,cristal do norte,ES
29933,-18.72,-39.85,sao mateus,ES
29943,-18.72,-39.9,sao mateus,ES
29925,-19.12,-40.36,sao jorge do tiradentes,ES
29940,-18.72,-39.88,sao mateus,ES
29938,-18.72,-39.85,sao mateus,ES
29918,-19.39,-40.06,linhares,ES
29913,-19.41,-40.06,linhares,ES
29944,-18.77,-39.76,sao mateus,ES
29965,-18.42,-39.71,itaunas,ES
30001,-19.92,-43.94,belo horizonte,MG
30035,-19.9,-43.92,belo horizonte,MG
30150,-19.92,-43.93,belo horizonte,MG
30120,-19.92,-43.94,belo horizonte,MG
30112,-19.94,-43.94,belo horizonte,MG
30180,-19.93,-43.94,belo horizonte,MG
30140,-19.94,-43.93,belo horizonte,MG
30170,-19.92,-43.95,belo horizonte,MG
30110,-19.93,-43.95,belo horizonte,MG
30130,-19.94,-43.94,belo horizonte,MG
30190,-19.92,-43.94,belo horizonte,MG
30160,-19.92,-43.94,belo horizonte,MG
30171,-19.92,-43.94,belo horizonte,MG
30111,-19.92,-43.94,belo horizonte,MG
30186,-19.91,-43.88,belo horizonte,MG
30166,-19.93,-43.94,belo horizonte,MG
30108,-18.99,-49.45,belo horizonte,MG
30290,-19.92,-43.88,belo horizonte,MG
30285,-19.92,-43.9,belo horizonte,MG
30220,-19.94,-43.91,belo horizonte,MG
30260,-19.92,-43.91,belo horizonte,MG
30280,-19.91,-43.9,belo horizonte,MG
30240,-19.92,-43.92,belo horizonte,MG
30295,-19.91,-43.88,belo horizonte,MG
30230,-19.94,-43.91,belo horizonte,MG
30270,-19.92,-43.9,belo horizonte,MG
30250,-19.93,-43.91,belo horizonte,MG
30210,-19.95,-43.92,belo horizonte,MG
30286,-19.9,-43.89,belo horizonte,MG
30330,-19.94,-43.94,belo horizonte,MG
30350,-19.94,-43.95,belo horizonte,MG
30360,-19.97,-43.95,belo horizonte,MG
30320,-19.96,-43.94,belo horizonte,MG
30380,-19.95,-43.96,belo horizonte,MG
30310,-19.94,-43.93,belo horizonte,MG
30315,-19.95,-43.93,belo horizonte,MG
30390,-20,-43.97,belo horizonte,MG
30335,-19.95,-43.92,belo horizonte,MG
30328,-19.97,-43.94,belo horizonte,MG
30441,-19.94,-43.96,belo horizonte,MG
30431,-19.95,-43.97,belo horizonte,MG
30421,-19.94,-43.98,belo horizonte,MG
30493,-19.97,-43.97,belo horizonte,MG
30411,-19.92,-43.96,belo horizonte,MG
30494,-19.96,-43.97,belo horizonte,MG
30492,-19.97,-43.97,belo horizonte,MG
30451,-20.01,-44.02,belo horizonte,MG
30430,-19.93,-43.96,belo horizonte,MG
30455,-19.97,-43.96,belo horizonte,MG
30410,-19.93,-43.97,belo horizonte,MG
30420,-19.92,-43.98,belo horizonte,MG
30480,-19.93,-43.98,belo horizonte,MG
30490,-19.95,-43.97,belo horizonte,MG
30460,-19.94,-43.97,belo horizonte,MG
30550,-19.94,-43.98,belo horizonte,MG
30520,-19.94,-44.02,belo horizonte,MG
30575,-19.97,-43.98,belo horizonte,MG
30525,-19.93,-44.01,belo horizonte,MG
30510,-19.94,-43.99,belo horizonte,MG
30535,-19.93,-43.99,belo horizonte,MG
30512,-19.95,-44,belo horizonte,MG
30516,-19.95,-43.99,belo horizonte,MG
30532,-19.94,-44.01,belo horizonte,MG
30580,-19.96,-43.99,belo horizonte,MG
30530,-19.93,-44,belo horizonte,MG
30570,-19.96,-43.98,belo horizonte,MG
30518,-19.95,-44,belo horizonte,MG
30514,-19.95,-43.99,belo horizonte,MG
30590,-19.96,-43.99,belo horizonte,MG
30555,-19.95,-43.98,belo horizonte,MG
30540,-19.96,-44,belo horizonte,MG
30640,-19.98,-44.03,belo horizonte,MG
30660,-19.98,-44.03,belo horizonte,MG
30664,-20.01,-44.03,belo horizonte,MG
30690,-19.98,-44.06,belo horizonte,MG
30622,-19.99,-43.99,belo horizonte,MG
30662,-19.99,-44.04,belo horizonte,MG
30610,-19.97,-43.99,belo horizonte,MG
30672,-19.9,-43.99,belo horizonte,MG
30670,-20.01,-44.02,belo horizonte,MG
30620,-19.98,-44,belo horizonte,MG
30626,-20.01,-44.01,belo horizonte,MG
30692,-19.98,-44.06,belo horizonte,MG
30666,-20.01,-44.04,belo horizonte,MG
30668,-20.01,-44.03,belo horizonte,MG
30624,-20,-44,belo horizonte,MG
30642,-19.98,-44.01,belo horizonte,MG
30644,-19.99,-44.02,belo horizonte,MG
30628,-20.01,-44,belo horizonte,MG
30627,-19.99,-44.02,belo horizonte,MG
30686,-20,-44.03,belo horizonte,MG
30730,-19.92,-43.98,belo horizonte,MG
30720,-19.92,-43.98,belo horizonte,MG
30770,-19.91,-43.97,belo horizonte,MG
30710,-19.91,-43.96,belo horizonte,MG
30775,-19.9,-43.97,belo horizonte,MG
30750,-19.89,-43.97,belo horizonte,MG
30760,-19.91,-43.96,belo horizonte,MG
30860,-19.91,-44.01,belo horizonte,MG
30865,-19.92,-44.02,belo horizonte,MG
30870,-19.91,-44.01,belo horizonte,MG
30840,-19.89,-43.99,belo horizonte,MG
30882,-19.89,-44.01,belo horizonte,MG
30880,-19.91,-44.02,belo horizonte,MG
30830,-19.9,-44,belo horizonte,MG
30820,-19.91,-44,belo horizonte,MG
30881,-19.9,-44.02,belo horizonte,MG
30850,-19.92,-44,belo horizonte,MG
30855,-19.86,-44.02,belo horizonte,MG
30810,-19.9,-43.99,belo horizonte,MG
31050,-19.9,-43.9,belo horizonte,MG
31035,-19.9,-43.92,belo horizonte,MG
31010,-19.92,-43.91,belo horizonte,MG
31030,-19.91,-43.92,belo horizonte,MG
31070,-19.89,-43.9,belo horizonte,MG
31015,-19.91,-43.93,belo horizonte,MG
31060,-19.89,-43.91,belo horizonte,MG
31080,-19.89,-43.91,belo horizonte,MG
31140,-19.89,-43.93,belo horizonte,MG
31170,-19.88,-43.92,belo horizonte,MG
31155,-19.87,-43.94,belo horizonte,MG
31130,-19.89,-43.94,belo horizonte,MG
31110,-19.9,-43.94,belo horizonte,MG
31150,-19.88,-43.94,belo horizonte,MG
31160,-19.88,-43.93,belo horizonte,MG
31275,-19.86,-43.98,belo horizonte,MG
31250,-19.89,-43.96,belo horizonte,MG
31270,-19.85,-43.95,belo horizonte,MG
31210,-19.91,-43.96,belo horizonte,MG
31230,-19.91,-43.96,belo horizonte,MG
31260,-19.87,-43.94,belo horizonte,MG
31255,-19.88,-43.96,belo horizonte,MG
31235,-19.89,-43.96,belo horizonte,MG
31330,-19.88,-44,belo horizonte,MG
31340,-19.85,-43.99,belo horizonte,MG
31320,-19.88,-43.98,belo horizonte,MG
31370,-20.01,-44.02,belo horizonte,MG
31310,-19.88,-43.98,belo horizonte,MG
31365,-19.86,-44.01,belo horizonte,MG
31360,-19.87,-44.01,belo horizonte,MG
31510,-19.81,-43.97,belo horizonte,MG
31515,-19.82,-43.97,belo horizonte,MG
31525,-19.82,-43.98,belo horizonte,MG
31580,-19.82,-44,belo horizonte,MG
31560,-19.84,-43.97,belo horizonte,MG
31550,-19.84,-43.99,belo horizonte,MG
31540,-19.83,-43.99,belo horizonte,MG
31585,-19.82,-44,belo horizonte,MG
31535,-19.82,-43.98,belo horizonte,MG
31545,-19.84,-44.01,belo horizonte,MG
31520,-19.82,-43.98,belo horizonte,MG
31570,-19.81,-43.98,belo horizonte,MG
31530,-19.82,-43.98,belo horizonte,MG
31555,-19.85,-43.98,belo horizonte,MG
31578,-19.81,-44,belo horizonte,MG
31565,-19.83,-43.96,belo horizonte,MG
31573,-19.81,-43.99,belo horizonte,MG
31575,-19.81,-43.99,belo horizonte,MG
31660,-19.8,-43.99,belo horizonte,MG
31655,-19.79,-43.99,belo horizonte,MG
31630,-19.79,-43.95,belo horizonte,MG
31620,-19.8,-43.97,belo horizonte,MG
31615,-19.8,-43.96,belo horizonte,MG
31610,-19.81,-43.96,belo horizonte,MG
31680,-19.8,-44,belo horizonte,MG
31640,-19.8,-43.97,belo horizonte,MG
31650,-19.79,-43.97,belo horizonte,MG
31652,-19.79,-43.98,belo horizonte,MG
31720,-19.83,-43.96,belo horizonte,MG
31741,-19.85,-43.95,belo horizonte,MG
31748,-19.8,-43.93,belo horizonte,MG
31744,-19.81,-43.94,belo horizonte,MG
31710,-19.84,-43.96,belo horizonte,MG
31742,-19.93,-43.92,belo horizonte,MG
31730,-19.83,-43.95,belo horizonte,MG
31749,-19.8,-43.95,belo horizonte,MG
31746,-19.81,-43.93,belo horizonte,MG
31760,-19.83,-43.94,belo horizonte,MG
31725,-19.84,-43.94,belo horizonte,MG
31765,-19.84,-43.93,belo horizonte,MG
31785,-19.81,-43.94,belo horizonte,MG
31844,-19.84,-43.92,belo horizonte,MG
31812,-19.85,-43.93,belo horizonte,MG
31872,-19.81,-43.89,belo horizonte,MG
31846,-19.84,-43.91,belo horizonte,MG
31814,-19.86,-43.93,belo horizonte,MG
31840,-19.84,-43.93,belo horizonte,MG
31810,-19.85,-43.93,belo horizonte,MG
31870,-19.84,-43.9,belo horizonte,MG
31842,-19.84,-43.92,belo horizonte,MG
31845,-19.94,-43.99,belo horizonte,MG
31820,-19.9,-44,belo horizonte,MG
31995,-19.84,-43.89,belo horizonte,MG
31990,-19.85,-43.89,belo horizonte,MG
31920,-19.88,-43.91,belo horizonte,MG
31985,-19.85,-43.91,belo horizonte,MG
31910,-19.87,-43.92,belo horizonte,MG
31960,-19.86,-43.9,belo horizonte,MG
31930,-19.85,-43.9,belo horizonte,MG
31980,-19.86,-43.92,belo horizonte,MG
31970,-19.85,-43.88,belo horizonte,MG
31998,-19.83,-43.87,belo horizonte,MG
31950,-19.86,-43.9,belo horizonte,MG
31975,-19.85,-43.89,belo horizonte,MG
32041,-19.91,-44.07,contagem,MG
32040,-19.92,-44.07,contagem,MG
32044,-19.9,-44.09,contagem,MG
32072,-19.93,-44.11,contagem,MG
32071,-19.92,-44.13,contagem,MG
32013,-19.93,-44.09,contagem,MG
32070,-19.89,-44.08,contagem,MG
32050,-19.83,-44.15,contagem,MG
32073,-19.93,-44.12,contagem,MG
32010,-19.94,-44.06,contagem,MG
32015,-19.92,-44.1,contagem,MG
32042,-19.92,-44.1,contagem,MG
32025,-19.92,-44.1,contagem,MG
32051,-19.81,-44.14,contagem,MG
32043,-19.9,-44.09,contagem,MG
32017,-19.92,-44.09,contagem,MG
32016,-19.93,-44.1,contagem,MG
32060,-19.89,-44.1,contagem,MG
32020,-19.93,-44.09,contagem,MG
32052,-19.96,-44.02,contagem,MG
32046,-19.88,-44.09,contagem,MG
32055,-19.86,-44.14,contagem,MG
32062,-19.86,-44.11,contagem,MG
32065,-19.9,-44.13,contagem,MG
32143,-19.9,-44.11,contagem,MG
32110,-19.89,-44.02,contagem,MG
32140,-19.89,-44.03,contagem,MG
32115,-19.89,-44.03,contagem,MG
32113,-19.88,-44.02,contagem,MG
32185,-19.85,-44.02,contagem,MG
32141,-19.92,-44.04,contagem,MG
32183,-19.86,-44.03,contagem,MG
32187,-19.83,-44.02,contagem,MG
32146,-19.88,-44.04,contagem,MG
32145,-19.87,-44.05,contagem,MG
32180,-19.87,-44.02,contagem,MG
32186,-19.84,-44.02,contagem,MG
32150,-19.89,-44.05,contagem,MG
32181,-19.86,-44.03,contagem,MG
32152,-19.89,-44.08,contagem,MG
32241,-19.97,-44.06,contagem,MG
32280,-19.94,-44.06,contagem,MG
32240,-19.97,-44.04,contagem,MG
32260,-19.96,-44.04,contagem,MG
32215,-19.97,-44.02,contagem,MG
32235,-19.98,-44.04,contagem,MG
32210,-19.95,-44.03,contagem,MG
32223,-19.96,-44.04,contagem,MG
32220,-19.97,-44.03,contagem,MG
32265,-19.96,-44.05,contagem,MG
32230,-19.98,-44.04,contagem,MG
32285,-19.87,-44.08,contagem,MG
32242,-19.98,-44.06,contagem,MG
32250,-19.97,-44.05,contagem,MG
32340,-19.94,-44.06,contagem,MG
32342,-19.92,-44.03,contagem,MG
32341,-19.93,-44.06,contagem,MG
32315,-19.95,-44.03,contagem,MG
32371,-19.93,-44.03,contagem,MG
32310,-19.94,-44.03,contagem,MG
32370,-19.93,-44.03,contagem,MG
32372,-19.93,-44.03,contagem,MG
32450,-20.04,-44.14,sarzedo,MG
32470,-20.05,-44.19,mário campos,MG
32415,-20.02,-44.09,ibirite,MG
32400,-20.02,-44.06,ibirite,MG
32420,-19.98,-44.06,ibirite,MG
32425,-20,-44.06,ibirite,MG
32432,-20,-44.09,ibirité,MG
32412,-20.04,-44.07,ibirite,MG
32421,-20.02,-44.12,ibirité,MG
32424,-19.99,-44.06,ibirite,MG
32423,-20,-44.07,ibirite,MG
32430,-20,-44.07,ibirite,MG
32404,-20.01,-44.05,ibirite,MG
32405,-20.03,-44.04,ibirite,MG
32410,-20.04,-44.05,ibirite,MG
32431,-20,-44.08,ibirite,MG
32407,-20,-44.12,ibirite,MG
32440,-19.99,-44.06,ibirite,MG
32419,-19.99,-44.06,ibirité,MG
32422,-19.98,-44.08,ibirite,MG
32417,-20.02,-44.12,ibirite,MG
32553,-19.97,-44.18,betim,MG
32605,-19.93,-44.18,betim,MG
32661,-19.98,-44.15,betim,MG
32677,-19.94,-44.11,betim,MG
32676,-19.95,-44.14,betim,MG
32672,-19.92,-44.17,betim,MG
32656,-19.98,-44.19,betim,MG
32600,-19.98,-44.2,betim,MG
32655,-19.97,-44.18,betim,MG
32641,-20.03,-44.23,betim,MG
32623,-19.92,-44.28,betim,MG
32604,-19.96,-44.2,betim,MG
32681,-19.95,-44.12,betim,MG
32685,-19.95,-44.1,betim,MG
32602,-19.95,-44.18,betim,MG
32670,-19.95,-44.16,betim,MG
32665,-19.97,-44.14,betim,MG
32606,-19.95,-44.2,betim,MG
32689,-19.94,-44.08,betim,MG
32667,-19.96,-44.14,betim,MG
32675,-19.94,-44.14,betim,MG
32653,-19.93,-44.18,betim,MG
32668,-19.98,-44.14,betim,MG
32671,-19.95,-44.11,betim,MG
32684,-19.95,-44.1,betim,MG
32649,-19.98,-44.2,betim,MG
32678,-19.93,-44.1,betim,MG
32657,-20.01,-44.17,betim,MG
32673,-19.94,-44.17,betim,MG
32611,-19.86,-44.16,betim,MG
32610,-19.96,-44.12,betim,MG
32603,-19.96,-44.21,betim,MG
32654,-19.95,-44.18,betim,MG
32659,-20,-44.13,betim,MG
32625,-19.95,-44.24,betim,MG
32630,-19.96,-44.2,betim,MG
32642,-20.02,-44.22,betim,MG
32639,-20.03,-44.24,betim,MG
32634,-20.01,-44.25,betim,MG
32669,-19.96,-44.13,betim,MG
32687,-19.94,-44.1,betim,MG
32682,-19.94,-44.1,betim,MG
32688,-19.93,-44.1,betim,MG
32660,-19.95,-44.16,betim,MG
32628,-19.95,-44.27,betim,MG
32652,-19.95,-44.18,betim,MG
32635,-20.01,-44.23,betim,MG
32640,-19.95,-44.2,betim,MG
32616,-19.94,-44.26,betim,MG
32662,-19.95,-44.14,betim,MG
32666,-19.94,-44.13,betim,MG
32690,-19.94,-44.11,betim,MG
32664,-19.95,-44.11,betim,MG
32900,-20.07,-44.3,igarapé,MG
32920,-20.05,-44.27,sao joaquim de bicas,MG
33045,-19.75,-43.88,santa luzia,MG
33015,-19.76,-43.85,santa luzia,MG
33010,-19.77,-43.85,santa luzia,MG
33030,-19.78,-43.93,santa luzia,MG
33060,-21.79,-43.34,santa luzia,MG
33040,-19.78,-43.87,santa luzia,MG
33035,-19.77,-43.87,santa luzia,MG
33025,-19.77,-43.84,santa luzia,MG
33054,-19.75,-43.83,santa luzia,MG
33084,-20.4,-43.49,santa luzia,MG
33080,-19.82,-43.83,santa luzia,MG
33020,-19.76,-43.84,santa luzia,MG
33065,-19.77,-43.83,santa luzia,MG
33016,-19.76,-43.85,santa luzia,MG
33082,-19.83,-43.83,santa luzia,MG
33022,-19.75,-43.84,santa luzia,MG
33048,-20.71,-46.62,santa luzia,MG
33140,-19.77,-43.93,santa luzia,MG
33110,-19.78,-43.92,santa luzia,MG
33125,-19.79,-43.94,santa luzia,MG
33120,-19.79,-43.93,santa luzia,MG
33145,-19.77,-43.93,santa luzia,MG
33115,-19.79,-43.91,santa luzia,MG
33130,-19.78,-43.94,santa luzia,MG
33172,-19.78,-43.89,santa luzia,MG
33105,-19.78,-43.93,santa luzia,MG
33113,-19.82,-43.83,santa luzia,MG
33171,-19.76,-43.87,santa luzia,MG
33170,-19.79,-43.9,santa luzia,MG
33147,-19.81,-43.89,santa luzia,MG
33146,-19.81,-43.89,santa luzia,MG
33200,-19.76,-43.95,vespasiano,MG
33350,-19.7,-43.96,sao jose da lapa,MG
33400,-19.59,-43.9,lagoa santa,MG
33500,-19.63,-43.99,confins,MG
33600,-19.65,-44.06,pedro leopoldo,MG
33680,-19.7,-44.05,vera cruz de minas,MG
33820,-19.77,-44.13,ribeirão das neves,MG
33823,-19.77,-44.14,ribeirao das neves,MG
33860,-19.77,-44.07,ribeirao das neves,MG
33855,-19.76,-44.07,ribeirao das neves,MG
33822,-19.81,-44.07,ribeirão das neves,MG
33805,-19.77,-44.08,ribeirao das neves,MG
33880,-19.77,-44.09,ribeirao das neves,MG
33882,-19.75,-44.16,ribeirao das neves,MG
33825,-19.78,-44.07,ribeirao das neves,MG
33858,-19.76,-44.08,ribeirao das neves,MG
33840,-19.74,-44.09,ribeirao das neves,MG
33821,-19.76,-44.16,ribeirao das neves,MG
33808,-19.78,-44.1,ribeirao das neves,MG
33809,-19.78,-44.11,ribeirao das neves,MG
33830,-19.75,-44.14,ribeirao das neves,MG
33861,-19.78,-44.07,ribeirão das neves,MG
33836,-19.8,-44.1,ribeirao das neves,MG
33863,-19.78,-44.07,ribeirao das neves,MG
33833,-19.74,-44.14,ribeirao das neves,MG
33826,-19.75,-44.16,ribeirão das neves,MG
33841,-19.73,-44.07,ribeirao das neves,MG
33920,-19.78,-44.02,ribeirao das neves,MG
33933,-19.79,-44.01,ribeirao das neves,MG
33930,-19.76,-44.16,ribeirao das neves,MG
33925,-19.78,-43.99,ribeirao das neves,MG
33980,-19.66,-43.69,taquaracu de minas,MG
33900,-19.76,-44.08,ribeirao das neves,MG
33913,-19.78,-44.02,ribeirao das neves,MG
33902,-19.8,-44.01,ribeirao das neves,MG
33915,-19.77,-44.01,ribeirao das neves,MG
33937,-19.76,-44.15,ribeirao das neves,MG
33938,-19.84,-44.04,ribeirao das neves,MG
33927,-19.82,-44.01,ribeirão das neves,MG
33903,-19.8,-44.03,ribeirao das neves,MG
33943,-19.81,-44.02,ribeirao das neves,MG
33940,-19.81,-44.02,ribeirao das neves,MG
33935,-19.81,-44.01,ribeirao das neves,MG
33944,-19.81,-44.03,ribeirao das neves,MG
33939,-19.83,-44.04,ribeirao das neves,MG
33910,-19.81,-44.1,ribeirao das neves,MG
33936,-19.77,-44,ribeirao das neves,MG
33914,-19.8,-44.1,ribeirao das neves,MG
33921,-19.78,-44.08,ribeirao das neves,MG
33934,-19.78,-43.98,ribeirao das neves,MG
34000,-19.99,-43.93,nova lima,MG
34007,-20.06,-43.98,nova lima,MG
34018,-20.1,-43.93,nova lima,MG
34006,-19.98,-43.95,nova lima,MG
34003,-19.99,-43.86,nova lima,MG
34002,-20,-43.85,nova lima,MG
34004,-19.99,-43.89,nova lima,MG
34012,-20.02,-43.82,nova lima,MG
34009,-20.07,-43.94,nova lima,MG
34001,-19.99,-43.85,nova lima,MG
34011,-20.12,-43.97,nova lima,MG
34015,-20.1,-43.93,nova lima,MG
34008,-20.01,-43.93,nova lima,MG
34010,-20.1,-43.94,nova lima,MG
34300,-20.08,-43.79,rio acima,MG
34400,-19.96,-43.81,raposos,MG
34525,-19.9,-43.82,sabara,MG
34585,-19.89,-43.85,sabará,MG
34535,-19.91,-43.82,sabara,MG
34515,-19.89,-43.8,sabara,MG
34505,-19.89,-43.81,sabara,MG
34580,-19.89,-43.85,sabara,MG
34575,-19.88,-43.84,sabara,MG
34590,-19.88,-43.86,sabara,MG
34545,-19.89,-43.83,sabara,MG
34555,-19.89,-43.83,sabara,MG
34565,-19.88,-43.83,sabara,MG
34576,-19.86,-43.86,sabara,MG
34650,-19.87,-43.89,sabara,MG
34600,-19.86,-43.86,sabara,MG
34700,-19.88,-43.9,sabara,MG
34710,-19.88,-43.9,sabara,MG
34730,-19.83,-43.84,sabara,MG
34740,-19.73,-43.76,ravena,MG
34720,-19.84,-43.86,sabara,MG
34735,-19.83,-43.86,sabará,MG
34725,-19.83,-43.86,sabara,MG
34800,-19.88,-43.67,caete,MG
34950,-19.76,-43.63,rocas novas,MG
34990,-19.72,-43.58,nova uniao,MG
34940,-19.96,-43.69,morro vermelho,MG
35051,-18.87,-41.97,governador valadares,MG
35010,-18.86,-41.95,governador valadares,MG
35045,-18.89,-41.96,governador valadares,MG
35060,-18.86,-41.98,governador valadares,MG
35032,-18.87,-41.96,governador valadares,MG
35020,-18.87,-41.94,governador valadares,MG
35059,-18.86,-41.98,governador valadares,MG
35030,-18.87,-41.96,governador valadares,MG
35040,-18.91,-41.99,governador valadares,MG
35044,-18.88,-41.94,governador valadares,MG
35042,-18.91,-41.95,governador valadares,MG
35054,-18.84,-42,governador valadares,MG
35041,-18.89,-41.95,governador valadares,MG
35053,-18.87,-41.97,governador valadares,MG
35052,-18.84,-41.95,governador valadares,MG
35039,-18.89,-41.99,governador valadares,MG
35024,-18.83,-41.9,governador valadares,MG
35050,-18.88,-41.97,governador valadares,MG
35065,-18.85,-41.96,governador valadares,MG
35057,-18.84,-41.96,governador valadares,MG
35063,-18.83,-41.97,governador valadares,MG
35055,-18.85,-41.99,governador valadares,MG
35043,-18.89,-41.95,governador valadares,MG
35012,-18.86,-41.96,governador valadares,MG
35022,-18.84,-41.89,governador valadares,MG
35047,-18.9,-41.96,governador valadares,MG
35058,-18.84,-41.95,governador valadares,MG
35046,-18.89,-41.97,governador valadares,MG
35064,-18.84,-41.94,governador valadares,MG
35062,-18.84,-41.96,governador valadares,MG
35001,-18.85,-41.95,governador valadares,MG
35023,-18.88,-41.97,governador valadares,MG
35180,-19.54,-42.65,timoteo,MG
35170,-19.51,-42.63,coronel fabriciano,MG
35164,-19.46,-42.53,ipatinga,MG
35181,-19.53,-42.62,timoteo,MG
35120,-19.17,-41.86,itanhomi,MG
35162,-19.48,-42.56,ipatinga,MG
35114,-18.35,-41.59,pescador,MG
35113,-18.44,-41.5,nova modica,MG
35112,-18.55,-41.91,frei inocencio,MG
35182,-19.58,-42.65,timóteo,MG
35138,-18.96,-41.96,alpercata,MG
35140,-19.28,-42,tarumirim,MG
35160,-19.51,-42.57,ipatinga,MG
35171,-19.53,-42.57,coronel fabriciano,MG
35184,-19.53,-42.67,timoteo,MG
35198,-19.41,-42.42,ipaba,MG
35130,-19.2,-42.05,engenheiro caldas,MG
35199,-19.61,-42.3,vargem alegre,MG
35179,-19.46,-42.53,santana do paraiso,MG
35185,-19.71,-42.73,marlieria,MG
35116,-22.79,-43.42,mesquita,MG
35190,-19.44,-42.22,iapu,MG
35148,-19.4,-42.11,dom cavati,MG
35177,-19.64,-42.86,antônio dias,MG
35163,-19.44,-42.56,ipatinga,MG
35115,-18.51,-42.08,marilac,MG
35147,-19.9,-43.99,acucena,MG
35123,-19.07,-41.86,capitão andrade,MG
35110,-18.58,-41.92,mathias lobato,MG
35157,-19.22,-42.33,naque,MG
35118,-19.16,-42.24,periquito,MG
35125,-18.97,-41.64,tumiritinga,MG
35189,-19.06,-42.72,braunas,MG
35167,-19.37,-42.55,santana do paraiso,MG
35195,-19.31,-42.51,belo oriente,MG
35146,-19.34,-42.16,sao joao do oriente,MG
35145,-19.23,-42.1,sobralia,MG
35196,-19.31,-42.38,perpetuo socorro,MG
35133,-19.05,-42.02,sao jose do acacio,MG
35193,-19.43,-42.26,bugre,MG
35183,-19.57,-42.68,timoteo,MG
35172,-19.47,-42.64,coronel fabriciano,MG
35108,-18.91,-41.95,governador valadares,MG
35117,-19.23,-42.33,naque,MG
35156,-19.11,-42.2,periquito,MG
35135,-19.15,-42.08,fernandes tourinho,MG
35188,-19.56,-42.71,jaguaracu,MG
35197,-19.25,-42.45,sao sebastiao de braunas,MG
35194,-19.18,-42.68,joanesia,MG
35105,-18.87,-41.96,baguari,MG
35109,-18.64,-42.04,chonim,MG
35192,-19.24,-42.21,sao sebastiao da barra,MG
35166,-19.23,-42.61,mesquita,MG
35150,-19.08,-42.55,acucena,MG
35161,-19.44,-42.57,ipatinga,MG
35168,-19.17,-42.68,joanesia,MG
35143,-19.27,-41.81,sao vicente do rio doce,MG
35290,-18.77,-41,mantena,MG
35222,-19.41,-41.25,itueta,MG
35200,-19.49,-41.07,aimores,MG
35240,-19.08,-41.53,conselheiro pena,MG
35243,-19.07,-41.53,conselheiro pena,MG
35270,-18.66,-41.41,mendes pimentel,MG
35230,-19.18,-41.26,resplendor,MG
35280,-18.56,-41.24,itabirinha,MG
35277,-18.72,-41.16,sao joao do manteninha,MG
35248,-18.98,-41.22,goiabeira,MG
35265,-18.78,-41.48,divino das laranjeiras,MG
35263,-9.98,-67.84,floresta,MG
35225,-19.36,-41.38,santa rita do itueto,MG
35215,-19.75,-41.28,sao sebastiao da vala,MG
35260,-18.81,-41.26,central de minas,MG
35246,-18.97,-41.1,cuparaque,MG
35258,-18.92,-41.36,sao geraldo do baixio,MG
35250,-19,-41.54,galileia,MG
35249,-19.42,-41.73,alvarenga,MG
35267,-18.66,-48.18,central de santa helena,MG
35220,-19.4,-41.23,itueta,MG
35296,-18.58,-41.14,limeira de mantena,MG
35255,-18.84,-41.51,sapucaia do norte,MG
35202,-19.5,-41.08,conceicao do capim,MG
35275,-18.59,-41.49,sao felix de minas,MG
35285,-18.5,-41.3,boa união de itabirinha,MG
35245,-19.23,-41.64,ferruginha,MG
35228,-19.35,-41.45,são josé do itueto,MG
35238,-19.1,-41.03,campo alegre de minas,MG
35298,-18.5,-41.1,nova belem,MG
35232,-19.26,-41.15,calixto,MG
35212,-19.67,-41.25,penha do capim,MG
35295,-18.66,-41.1,barra do ariranha,MG
35236,-20.01,-44.04,independencia,MG
35365,-20.3,-42.48,abre campo,MG
35338,-19.64,-42.11,ubaporanga,MG
35367,-20.28,-42.34,matipo,MG
35300,-19.79,-42.14,caratinga,MG
35330,-19.51,-42.13,inhapim,MG
35302,-19.78,-42.13,caratinga,MG
35380,-20.35,-42.75,urucania,MG
35360,-20.18,-42.53,sao pedro dos ferros,MG
35326,-19.88,-42.13,santa rita de minas,MG
35350,-20.1,-42.45,raul soares,MG
35304,-19.77,-42.14,caratinga,MG
35370,-20.22,-42.64,rio casca,MG
35325,-19.76,-42.07,piedade de caratinga,MG
35323,-19.6,-41.97,imbé de minas,MG
35368,-20.47,-42.49,sericita,MG
35335,-19.53,-42.01,são domingos das dores,MG
35324,-19.63,-42.23,entre folhas,MG
35340,-19.58,-42.47,bom jesus do galho,MG
35364,-20.52,-42.33,pedra bonita,MG
35390,-20.45,-42.67,jequeri,MG
35362,-20.09,-42.63,aguas ferreas,MG
35345,-19.84,-42.4,corrego novo,MG
35328,-21.71,-43.44,santa bárbara do leste,MG
35334,-19.5,-41.98,sao sebastiao do anta,MG
35382,-20.25,-42.74,piedade de ponte nova,MG
35388,-20.32,-42.6,santo antônio do grama,MG
35398,-20.51,-42.53,sao vicente do grama,MG
35359,-20.04,-42.27,vermelho novo,MG
35348,-19.73,-42.41,pingo-d'agua,MG
35303,-19.78,-42.15,caratinga,MG
35305,-19.79,-42.14,caratinga,MG
35301,-19.8,-42.15,caratinga,MG
35311,-19.85,-42.2,sapucaia,MG
35315,-19.85,-42.07,caratinga,MG
35384,-20.24,-42.81,santa cruz do escalvado,MG
35352,-20.08,-42.34,bicuiba,MG
35319,-19.93,-43.93,santa efigenia,MG
